02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03,42,42,42,42,42,42,42,42,42,42,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,03
06,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,06,42,42,42,42,42,42,42,42,42,42,06,01,01,39,40,01,01,01,39,40,01,01,01,39,40,01,01,01,01,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,37,38,11,11,11,37,38,11,11,11,37,38,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,07,00,00,00,00,00,00,00,00,00,00,09,11,11,11,31,32,33,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,08,01,01,01,01,01,01,01,01,01,01,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,25,26,11,11,25,26,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,11,11,12,11,12,11,11,11,11,11,11,11,11,11,11,11,27,28,11,11,27,28,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,12,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,29,30,11,11,29,30,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,02,41,41,41,41,41,41,41,41,41,41,03,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,11,11,11,11,11,11,11,25,26,11,11,25,26,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,15,18,18,21,11,11,11,27,28,11,11,27,28,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,16,19,24,22,11,11,11,29,30,11,11,29,30,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,17,20,20,23,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
06,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,06,42,42,42,42,42,42,42,42,42,42,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,06
05,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,04,42,42,42,42,42,42,42,42,42,42,05,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,04

1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
